accession,biosample_id,Bioproject,Organism,Starin,Isolation_source,Source_category,Isolation_country,Collection_Date
GCF_023956315,SAMN29224788,PRJNA851427,Enterococcus faecalis,EF039,Rectal swabs,Gut,Ghana,2018
GCF_023956335,SAMN29224785,PRJNA851427,Enterococcus faecalis,EF036,Rectal swabs,Gut,Ghana,2018
GCF_023956355,SAMN29224783,PRJNA851427,Enterococcus faecalis,EF034,Surface swabs of meat,Food,Ghana,2018
GCF_023956365,SAMN29224784,PRJNA851427,Enterococcus lactis,EF035,Rectal swabs,Gut,Ghana,2018
GCF_023956395,SAMN29224781,PRJNA851427,Enterococcus faecium,EF032,Surface swabs of meat,Food,Ghana,2018
GCF_023956425,SAMN29224780,PRJNA851427,Enterococcus faecalis,EF031,Surface swabs of meat,Food,Ghana,2018
GCF_023956455,SAMN29224778,PRJNA851427,Enterococcus faecalis,EF029,Surface swabs of meat,Food,Ghana,2018
GCF_023956475,SAMN29224779,PRJNA851427,Enterococcus faecium,EF030,Surface swabs of meat,Food,Ghana,2018
GCF_023956495,SAMN29224776,PRJNA851427,Enterococcus faecalis,EF027,Rectal swabs,Gut,Ghana,2018
GCF_023956515,SAMN29224775,PRJNA851427,Enterococcus faecalis,EF026,Rectal swabs,Gut,Ghana,2018
GCF_023956535,SAMN29224777,PRJNA851427,Enterococcus faecalis,EF028,Surface swabs of meat,Food,Ghana,2018
GCF_023956575,SAMN29224773,PRJNA851427,Enterococcus faecalis,EF024,Rectal swabs,Gut,Ghana,2018
GCF_023956595,SAMN29224772,PRJNA851427,Enterococcus faecalis,EF023,Rectal swabs,Gut,Ghana,2018
GCF_023956615,SAMN29224770,PRJNA851427,Enterococcus faecalis,EF021,Rectal swabs,Gut,Ghana,2018
GCF_023956625,SAMN29224768,PRJNA851427,Enterococcus faecalis,EF019,Rectal swabs,Gut,Ghana,2018
GCF_023956655,SAMN29224771,PRJNA851427,Enterococcus faecalis,EF022,Rectal swabs,Gut,Ghana,2018
GCF_023956675,SAMN29224767,PRJNA851427,Enterococcus faecium,EF018,Rectal swabs,Gut,Ghana,2018
GCF_023956685,SAMN29224769,PRJNA851427,Enterococcus faecalis,EF020,Rectal swabs,Gut,Ghana,2018
GCF_023956715,SAMN29224766,PRJNA851427,Enterococcus faecalis,EF017,Rectal swabs,Gut,Ghana,2018
GCF_023956735,SAMN29224765,PRJNA851427,Enterococcus hirae,EF016,Rectal swabs,Gut,Ghana,2018
GCF_023956755,SAMN29224762,PRJNA851427,Enterococcus faecalis,EF013,Rectal swabs,Gut,Ghana,2018
GCF_023956765,SAMN29224764,PRJNA851427,Enterococcus innesii,EF015,Rectal swabs,Gut,Ghana,2018
GCF_023956775,SAMN29224763,PRJNA851427,Enterococcus faecalis,EF014,Rectal swabs,Gut,Ghana,2018
GCF_023956805,SAMN29224761,PRJNA851427,Enterococcus faecalis,EF012,Rectal swabs,Gut,Ghana,2018
GCF_023956835,SAMN29224760,PRJNA851427,Enterococcus faecalis,EF011,Rectal swabs,Gut,Ghana,2018
GCF_023956855,SAMN29224757,PRJNA851427,Enterococcus faecalis,EF008,Rectal swabs,Gut,Ghana,2018
GCF_023956875,SAMN29224759,PRJNA851427,Enterococcus gallinarum,EF010,Rectal swabs,Gut,Ghana,2018
GCF_023956895,SAMN29224756,PRJNA851427,Enterococcus faecium,EF007,Rectal swabs,Gut,Ghana,2018
GCF_023956915,SAMN29224758,PRJNA851427,Enterococcus faecalis,EF009,Rectal swabs,Gut,Ghana,2018
GCF_023956955,SAMN29224753,PRJNA851427,Enterococcus faecalis,EF004,Rectal swabs,Gut,Ghana,2018
GCF_023956975,SAMN29224752,PRJNA851427,Enterococcus hirae,EF003,Rectal swabs,Gut,Ghana,2018
GCF_023956985,SAMN29224751,PRJNA851427,Enterococcus faecalis,EF002,Rectal swabs,Gut,Ghana,2018
GCF_023957025,SAMN29224754,PRJNA851427,Enterococcus faecalis,EF005,Rectal swabs,Gut,Ghana,2018
GCF_023957055,SAMN29224750,PRJNA851427,Enterococcus faecalis,EF001,Rectal swabs,Gut,Ghana,2018
GCF_023973045,SAMN29205640,PRJNA850918,Lactiplantibacillus plantarum,Z.6-1,dairy starter culture,Food,Belarus,2022-01
GCF_024022895,SAMN28854070,PRJNA845007,Latilactobacillus sakei,WiKim0095,kimchi,Food,South Korea,1/1/2018
GCF_024053515,SAMN29255128,PRJNA851917,Lacticaseibacillus rhamnosus,DM065,tongue coating,Clinical,South Korea,2/7/2022
GCF_024054255,SAMN29328592,PRJNA852394,Limosilactobacillus fermentum,DM072,tongue coating,Clinical,South Korea,2/7/2022
GCF_024125225,SAMN28102056,PRJNA835435,Lacticaseibacillus paracasei,NB2B-AER-MRS-02,feces,Feces,NA,2016-04
GCF_024125465,SAMN28984274,PRJNA848114,Ligilactobacillus salivarius,B27-2,stool,Feces,NA,2022-02
GCF_024137045,SAMN29024580,PRJNA833080,Enterococcus faecalis,N2-A1,stool,Feces,USA,2021
GCF_024137685,SAMN28052912,PRJNA834610,Limosilactobacillus fermentum,URCS 11,breast milk,Food,India,8/31/2012
GCF_024137845,SAMN29361992,PRJNA853143,Lactiplantibacillus plantarum,DM083,tongue coating,Clinical,South Korea,2/7/2022
GCF_024158105,SAMN29394000,PRJNA853495,Lacticaseibacillus rhamnosus,DM054,tongue coating,Clinical,South Korea,2/7/2022
GCF_024158625,SAMN29397260,PRJNA853556,Leuconostoc citreum,R-80370,fig,Food,Belgium,9/18/2019
GCF_024158965,SAMN29405972,PRJNA853808,Lacticaseibacillus paracasei,DM001,tongue coating,Clinical,South Korea,2/7/2022
GCF_024160685,SAMN29204658,PRJNA850894,Enterococcus faecalis,S338,feces,Feces,Italy,2020
GCF_024160745,SAMN29204659,PRJNA850894,Enterococcus faecalis,S339,feces,Feces,Italy,2020
GCF_024160795,SAMN29204656,PRJNA850894,Enterococcus faecalis,S224,feces,Feces,Italy,2020
GCF_024172305,SAMN04606847,PRJNA317414,Latilactobacillus curvatus,TMW 1.1381,starter culture,Food,Germany,NA
GCF_024172325,SAMN04606848,PRJNA317414,Latilactobacillus curvatus,TMW 1.1390,starter culture,Food,Germany,NA
GCF_024172665,SAMN04606854,PRJNA317414,Latilactobacillus curvatus,TMW 1.595,starter culture,Food,Germany,NA
GCF_024181685,SAMN15795378,PRJNA655563,Lactiplantibacillus plantarum,P9,Sour porridge,Food,China,2008
GCF_024181705,SAMN15795379,PRJNA655563,Lactiplantibacillus plantarum,Lp-6,Kefir,Food,China,2004
GCF_024204625,SAMN29360653,PRJNA853106,Limosilactobacillus fermentum,DM075,tongue coating,Clinical,South Korea,2/7/2022
GCF_024272745,SAMN21465945,PRJNA762592,Latilactobacillus curvatus,ELA204093,gut,Gut,Norway,7/7/2020
GCF_024272775,SAMN21465948,PRJNA762593,Latilactobacillus sakei,ELA214391,foregut,Gut,USA,7/7/2020
GCF_024272805,SAMN21465947,PRJNA762592,Latilactobacillus curvatus,ELA214388,foregut,Gut,USA,7/7/2020
GCF_024272815,SAMN21465946,PRJNA762592,Latilactobacillus curvatus,ELA204100,gut,Gut,Norway,7/7/2020
GCF_024273045,SAMN23139438,PRJNA762593,Latilactobacillus sakei,ELA214065,foregut,Gut,USA,12/7/2020
GCF_024273085,SAMN23139437,PRJNA762593,Latilactobacillus sakei,ELA214064,foregut,Gut,USA,12/7/2020
GCF_024294825,SAMN29024578,PRJNA833080,Enterococcus faecalis,A-C3,stool,Feces,USA,2021
GCF_024294835,SAMN29024595,PRJNA833080,Enterococcus faecalis,N2-D7,stool,Feces,USA,2021
GCF_024294885,SAMN29024585,PRJNA833080,Enterococcus faecalis,N2-B3,stool,Feces,USA,2021
GCF_024295085,SAMN29024581,PRJNA833080,Enterococcus faecalis,N2-A2,stool,Feces,USA,2021
GCF_024295105,SAMN29024583,PRJNA833080,Enterococcus faecalis,N2-A4,stool,Feces,USA,2021
GCF_024296645,SAMN29594740,PRJNA850894,Enterococcus faecium,M1,freshwater river,Environmental,Italy,2022
GCF_024339425,SAMN14345144,PRJNA611756,Enterococcus faecalis,OPTRA1,urine,Clinical,Spain,2018
GCF_024339435,SAMN14345146,PRJNA611756,Enterococcus faecalis,OPTRA3,urine,Clinical,Spain,2018
GCF_024339445,SAMN14345145,PRJNA611756,Enterococcus faecalis,OPTRA2,urine,Clinical,Spain,2018
GCF_024349305,SAMN19924352,PRJNA741991,Pediococcus pentosaceus,KABP-041,stool,Feces,Peru,2006
GCF_024357945,SAMN29024582,PRJNA833080,Enterococcus faecalis,N2-A3,stool,Feces,USA,2021
GCF_024372785,SAMN28936884,PRJNA847457,Enterococcus faecium,EF-IBT-2022,gut,Gut,Mexico,2016-06
GCF_024391065,SAMN29722482,PRJNA858602,Lactiplantibacillus plantarum,YD1,vagina from healthy woman,Clinical,China,2021-08
GCF_024391105,SAMN29722483,PRJNA858603,Lactiplantibacillus plantarum,YD2,vagina from healthy woman,Clinical,China,2021-08
GCF_024397395,SAMN29766956,PRJNA859117,Lactobacillus acidophilus,HN017,Dairy product (yoghurt),Food,New Zealand,NA
GCF_024397675,SAMN29762452,PRJNA858979,Ligilactobacillus salivarius,SNK-6,ileum,Gut,China,2/16/2018
GCF_024436335,SAMN29815622,PRJNA860035,Ligilactobacillus sp.,MP3,rumen fluid,Gut,Thailand,2/6/2019
GCF_024442115,SAMN29815537,PRJNA860030,Lactiplantibacillus plantarum,LpYC41,pickle,Food,China,2021-08
GCF_024442295,SAMN29784175,PRJNA859404,Lacticaseibacillus rhamnosus,CLK 101,Blueberry fermentation broth,Food,China,2022-01-17T10:30:00Z
GCF_024459775,SAMN28944640,PRJNA792599,Enterococcus faecium,SL.3.02,fecal sample,Feces,USA,NA
GCF_024460895,SAMN28944595,PRJNA792599,Enterococcus faecalis,DFI.9.78,fecal sample,Feces,USA,NA
GCF_024494505,SAMN29861940,PRJNA860760,Limosilactobacillus fermentum,PMC101,vaginal secretions,Clinical,South Korea,1/1/2020
GCF_024498315,SAMN29933592,PRJNA861937,Lacticaseibacillus paracasei,SMN-LBK,koumiss,Food,China,11/21/2016
GCF_024498575,SAMN23429945,PRJNA783441,Leuconostoc mesenteroides,GSICC 31207,sucrose solution,Food,China,4/19/2021
GCF_024505545,SAMN29203474,PRJNA718519,Weissella confusa,B5,feces,Feces,NA,NA
GCF_024505585,SAMN29203472,PRJNA718519,Weissella confusa,L1,feces,Feces,NA,NA
GCF_024543065,SAMN29907571,PRJNA861299,Leuconostoc citreum,NRRL B-1355,sugar cane juice,Food,USA,1945
GCF_024579755,SAMN30011706,PRJNA863066,Enterococcus faecalis,JF3A-223,Rectal swab,Gut,South Korea,2020
GCF_024579795,SAMN30011847,PRJNA863070,Enterococcus faecalis,JF3A-4253,Rectal swab,Gut,South Korea,2020
GCF_024580495,SAMN29938194,PRJNA862074,Pediococcus pentosaceus,105QC2O2,tonsil swab,Clinical,Spain,2018
GCF_024580845,SAMN29938195,PRJNA862074,Pediococcus pentosaceus,111QC2O2,tonsil swab,Clinical,Spain,2018
GCF_024586845,SAMN15323107,PRJNA640481,Weissella cibaria,NM1,intestine,Gut,Malaysia,8/15/2016
GCF_024652885,SAMN30113476,PRJNA747123,Limosilactobacillus reuteri,FN041,Breast milk,Food,China,2015-01
GCF_024718225,SAMN28194256,PRJNA817585,Enterococcus faecalis,S47,Femur,Clinical,USA,NA
GCF_024718295,SAMN28194254,PRJNA817585,Lacticaseibacillus rhamnosus,O8-1,Oral,Clinical,USA,NA
GCF_024723285,SAMN30076183,PRJNA864613,Enterococcus faecium,HG017,feces,Feces,India,9/28/2012
GCF_024723295,SAMN30076186,PRJNA864613,Weissella cibaria,HG043,feces,Feces,India,9/28/2012
GCF_024732385,SAMN18876450,PRJNA725347,Lactiplantibacillus plantarum,Q180,feces of healthy Korean adult,Feces,South Korea,2013
GCF_024800105,SAMN30470310,PRJNA872769,Leuconostoc mesenteroides,PL03,vegetable fermented food (kimchi),Food,South Korea,2019-10
GCF_024800585,SAMN30472492,PRJNA872884,Limosilactobacillus fermentum,JNU 532,kimchi,Food,NA,NA
GCF_024800605,SAMN30472540,PRJNA872899,Lactiplantibacillus plantarum,SRCM210459,feces,Feces,South Korea,2020-04
GCF_024800665,SAMN30470313,PRJNA872774,Leuconostoc citreum,PL105,vegetable fermented food,Food,South Korea,2021-10
GCF_024927865,SAMN30551391,PRJNA874495,Enterococcus faecalis,SJ82,urine,Clinical,Bangladesh,2/25/2018
GCF_024969715,SAMN30551707,PRJNA874522,Lactiplantibacillus plantarum,SRCM210576,feces,Feces,South Korea,2020-04
GCF_024969905,SAMN30551690,PRJNA874519,Lactiplantibacillus plantarum,SRCM210465,feces,Feces,South Korea,2020-04
GCF_024970125,SAMN30552012,PRJNA874525,Lactiplantibacillus plantarum,SRCM210579,feces,Feces,South Korea,2020-04
GCF_024970145,SAMN30552018,PRJNA874529,Lactiplantibacillus plantarum,SRCM210580,feces,Feces,South Korea,2020-04
GCF_024970165,SAMN30552019,PRJNA874530,Lactiplantibacillus plantarum,SRCM210797,feces,Feces,South Korea,2020-04
GCF_024999945,SAMN10365669,PRJNA503586,Lacticaseibacillus paracasei,88,sour dough,Food,NA,2003
GCF_025121995,SAMN10365245,PRJNA503586,Weissella cibaria,LBAE H25,wheat and rye sourdough,Food,France,1995
GCF_025122005,SAMN10365241,PRJNA503586,Pediococcus pentosaceus,LBAE K10,wheat sourdough,Food,France,1995
GCF_025122015,SAMN10365246,PRJNA503586,Weissella cibaria,LBAE K39,wheat sourdough,Food,France,1995
GCF_025122025,SAMN10365240,PRJNA503586,Pediococcus pentosaceus,LBAE G23,sourdough,Food,France,1995
GCF_025122045,SAMN10365244,PRJNA503586,Weissella cibaria,LBAE D39,wheat and rye sourdough,Food,France,1995
GCF_025122095,SAMN10365239,PRJNA503586,Pediococcus pentosaceus,LBAE E3,sourdough,Food,France,1995
GCF_025122105,SAMN10365238,PRJNA503586,Pediococcus pentosaceus,LBAE E21,sourdough,Food,France,1995
GCF_025122115,SAMN10365237,PRJNA503586,Pediococcus pentosaceus,LBAE D28,wheat and rye sourdough,Food,France,1995
GCF_025122155,SAMN10365236,PRJNA503586,Pediococcus pentosaceus,LBAE C32,wheat sourdough,Food,France,1995
GCF_025122175,SAMN10365235,PRJNA503586,Pediococcus pentosaceus,LBAE C15,wheat sourdough,Food,France,1995
GCF_025122195,SAMN10365234,PRJNA503586,Pediococcus pentosaceus,LBAE B20,wheat sourdough,Food,France,1995
GCF_025122205,SAMN10365227,PRJNA503586,Leuconostoc citreum,LBAE H6,wheat and rye sourdough,Food,France,1995
GCF_025122255,SAMN10365225,PRJNA503586,Leuconostoc citreum,LBAE B7,wheat sourdough,Food,France,1995
GCF_025122265,SAMN10365226,PRJNA503586,Leuconostoc citreum,LBAE C12,wheat sourdough,Food,France,1995
GCF_025122345,SAMN10365222,PRJNA503586,Lactiplantibacillus plantarum,BIA JP8,apple juice,Food,France,2012
GCF_025127115,SAMN10365156,PRJNA503586,Weissella confusa,1521,cassava fermentation,Food,Cote d'Ivoire,2005
GCF_025127135,SAMN10365152,PRJNA503586,Weissella confusa,1432,fermented cow milk,Food,Mali,2005
GCF_025127175,SAMN10365148,PRJNA503586,Weissella confusa,1311,cassava fermentation,Food,Cote d'Ivoire,2006
GCF_025127195,SAMN10365147,PRJNA503586,Weissella confusa,1310,cassava fermentation,Food,Cote d'Ivoire,2006
GCF_025127215,SAMN10365145,PRJNA503586,Weissella cibaria,1258,cassava fermentation,Food,Cote d'Ivoire,2006
GCF_025128955,SAMN10365161,PRJNA503586,Weissella cibaria,1364,cassava fermentation,Food,Cote d'Ivoire,2006
GCF_025128995,SAMN10365159,PRJNA503586,Weissella confusa,1477,camel milk products,Food,Kenya,2007
GCF_025129015,SAMN10365158,PRJNA503586,Weissella confusa,1523,cassava fermentation,Food,Cote d'Ivoire,2005
GCF_025129055,SAMN10365154,PRJNA503586,Weissella confusa,1474,camel milk products,Food,Kenya,2007
GCF_025129065,SAMN10365155,PRJNA503586,Weissella confusa,1479,camel milk products,Food,Somalia,2007
GCF_025129095,SAMN10365153,PRJNA503586,Weissella confusa,1433,fermented cow milk,Food,Mali,2005
GCF_025129135,SAMN10365150,PRJNA503586,Weissella confusa,1316,cassava fermentation,Food,Cote d'Ivoire,2006
GCF_025129155,SAMN10365146,PRJNA503586,Weissella cibaria,1268,cassava fermentation,Food,Cote d'Ivoire,2006
GCF_025132715,SAMN10365165,PRJNA503586,Weissella cibaria,1374,cassava fermentation,Food,Cote d'Ivoire,2006
GCF_025132795,SAMN10365162,PRJNA503586,Weissella cibaria,1365,cassava fermentation,Food,Cote d'Ivoire,2006
GCF_025132875,SAMN10365137,PRJNA503586,Pediococcus pentosaceus,1021,injera fermented dough,Food,South africa,2014
GCF_025132915,SAMN10365135,PRJNA503586,Pediococcus pentosaceus,941,milk fermentation,Food,Mali,2005
GCF_025133155,SAMN10365122,PRJNA503586,Lactiplantibacillus plantarum,1527,fermented sausage,Food,Switzerland,NA
GCF_025137495,SAMN20355457,PRJNA749149,Lacticaseibacillus paracasei,L1,Sweet Potato Sour Liquid,Food,China,10/10/2015
GCF_025144505,SAMN24967839,PRJNA797202,Lactiplantibacillus plantarum,HMX2,Northeast sauerkraut,Food,China,2021-12
GCF_025150025,SAMN25653403,PRJNA803478,Enterococcus faecalis,p3-SID896,Umbilicus swab,Clinical,USA,7/29/2019
GCF_025159135,SAMN30355323,PRJNA870243,Enterococcus faecium,S98b,cecal sample,Gut,Turkey,3/28/2021
GCF_025186205,SAMN10365675,PRJNA503586,Lentilactobacillus buchneri,1014,injera fermented dough,Food,South africa,2014
GCF_025186255,SAMN10365672,PRJNA503586,Lentilactobacillus buchneri,177,mais silage,Animal,NA,2005
GCF_025188055,SAMN10365603,PRJNA503586,Pediococcus pentosaceus,CIRM-BIA 2243,grape must,Food,France,2016
GCF_025188065,SAMN10365604,PRJNA503586,Pediococcus pentosaceus,CIRM-BIA 2275,grape must,Food,France,2016
GCF_025188105,SAMN10365602,PRJNA503586,Pediococcus pentosaceus,CIRM-BIA 1974,mixed seeds,Food,France,2015
GCF_025188125,SAMN10365600,PRJNA503586,Pediococcus pentosaceus,CIRM-BIA 749,starter bakery,Food,France,1972
GCF_025188145,SAMN10365601,PRJNA503586,Pediococcus pentosaceus,CIRM-BIA 1701,dried beer yeast,Food,France,2013
GCF_025188245,SAMN10365594,PRJNA503586,Pediococcus acidilactici,CIRM-BIA 2175,cheese (Gruyre),Food,France,1972
GCF_025188265,SAMN10365593,PRJNA503586,Pediococcus acidilactici,CIRM-BIA 747,apple juice,Food,Algeria,1993
GCF_025188295,SAMN10365589,PRJNA503586,Leuconostoc mesenteroides,CIRM-BIA 740,fermented olives,Food,USA,1941
GCF_025188325,SAMN10365587,PRJNA503586,Leuconostoc mesenteroides,CIRM-BIA 694,sourdough bread,Food,France,1971
GCF_025188465,SAMN10365574,PRJNA503586,Leuconostoc citreum,CIRM-BIA 2090,cheese (Pont l' Eveque),Food,France,1999
GCF_025188485,SAMN10365575,PRJNA503586,Leuconostoc citreum,CIRM-BIA 1453,cheese (Pont l'Eveque),Food,France,1999
GCF_025188495,SAMN10365573,PRJNA503586,Leuconostoc citreum,CIRM-BIA 2091,milk (Reblochon),Food,France,1999
GCF_025188565,SAMN10365569,PRJNA503586,Leuconostoc citreum,CIRM-BIA 2092,sugar cane juice,Food,France,1995
GCF_025188575,SAMN10365570,PRJNA503586,Leuconostoc citreum,CIRM-BIA 742,honeydew of rye ear,Environmental,Algeria,2007
GCF_025188605,SAMN10365568,PRJNA503586,Leuconostoc citreum,CIRM-BIA 1455,whey (from farmer goat cheese),Food,France,1990
GCF_025188625,SAMN10365565,PRJNA503586,Leuconostoc citreum,CIRM-BIA 2098,artisanal goat cheese,Food,France,1980
GCF_025188705,SAMN10365564,PRJNA503586,Leuconostoc citreum,CIRM-BIA 1454,goat cheese (raw milk),Food,France,1990
GCF_025188725,SAMN10365562,PRJNA503586,Leuconostoc citreum,CIRM-BIA 1457,beet pulp,Food,France,1990
GCF_025188785,SAMN10365561,PRJNA503586,Leuconostoc citreum,CIRM-BIA 2099,artisanal goat cheese,Food,France,1990
GCF_025189265,SAMN10365520,PRJNA503586,Lacticaseibacillus rhamnosus,CIRM-BIA 1107,pharmaceutical preparation,Probiotics,France,1978
GCF_025189285,SAMN10365519,PRJNA503586,Lacticaseibacillus rhamnosus,CIRM-BIA 909,lactic starter,Food,France,1972
GCF_025189365,SAMN10365514,PRJNA503586,Lacticaseibacillus rhamnosus,CIRM-BIA 930,fermented milk,Food,France,2001
GCF_025189505,SAMN10365507,PRJNA503586,Lacticaseibacillus rhamnosus,CIRM-BIA 2132,fromage Domiati,Food,Egypt,1987
GCF_025189545,SAMN10365506,PRJNA503586,Lacticaseibacillus rhamnosus,CIRM-BIA 910,cheese (Domiati),Food,Egypt,1987
GCF_025189565,SAMN10365504,PRJNA503586,Lacticaseibacillus rhamnosus,CIRM-BIA 2134,cheese (Domiati),Food,Egypt,1987
GCF_025189845,SAMN10365490,PRJNA503586,Lactiplantibacillus plantarum,CIRM-BIA 2115,grape must,Food,France,2016
GCF_025189865,SAMN10365489,PRJNA503586,Lactiplantibacillus plantarum,CIRM-BIA 2106,grape must,Food,France,2016
GCF_025189905,SAMN10365485,PRJNA503586,Lactiplantibacillus plantarum,CIRM-BIA 1524,silage,Food,France,2012
GCF_025189925,SAMN10365486,PRJNA503586,Lactiplantibacillus plantarum,CIRM-BIA 2114,grape must,Food,France,2016
GCF_025189985,SAMN10365482,PRJNA503586,Lactiplantibacillus plantarum,CIRM-BIA 466,pickled cabbage,Food,NA,1965
GCF_025190105,SAMN10365473,PRJNA503586,Lactiplantibacillus plantarum,CIRM-BIA 2109,pickled cabbage,Food,NA,1965
GCF_025190125,SAMN10365474,PRJNA503586,Lactiplantibacillus plantarum,CIRM-BIA 2110,Domiati cheese,Food,Egypt,1987
GCF_025190145,SAMN10365471,PRJNA503586,Lactiplantibacillus plantarum,CIRM-BIA 2184,grape must,Food,France,2016
GCF_025190165,SAMN10365470,PRJNA503586,Lactiplantibacillus plantarum,CIRM-BIA 2180,grape must,Food,France,2016
GCF_025190205,SAMN10365466,PRJNA503586,Lactiplantibacillus plantarum,CIRM-BIA 2181,grape must,Food,France,2016
GCF_025190485,SAMN10365453,PRJNA503586,Lacticaseibacillus paracasei,CIRM-BIA 1869,birch sap,Food,France,2015
GCF_025190545,SAMN10365447,PRJNA503586,Lacticaseibacillus paracasei,CIRM-BIA 2129,oral source,Clinical,NA,1993
GCF_025190565,SAMN10365446,PRJNA503586,Lacticaseibacillus paracasei,CIRM-BIA 2128,dental caries,Clinical,NA,1993
GCF_025190575,SAMN10365448,PRJNA503586,Lacticaseibacillus paracasei,CIRM-BIA 770,fermented drink,Food,Japan,1971
GCF_025190635,SAMN10365444,PRJNA503586,Lacticaseibacillus paracasei,CIRM-BIA 1444,fermented milk,Food,France,2001
GCF_025190705,SAMN10365441,PRJNA503586,Lacticaseibacillus paracasei,CIRM-BIA 2130,fermented milk,Food,France,1995
GCF_025191085,SAMN10365421,PRJNA503586,Lentilactobacillus hilgardii,CIRM-BIA 2119,grape must,Food,France,2016
GCF_025194145,SAMN10365335,PRJNA503586,Lactiplantibacillus plantarum,CIRM-BIA 1525,silage,Food,France,2012
GCF_025194165,SAMN10365334,PRJNA503586,Lentilactobacillus buchneri,CIRM-BIA 1516,silage,Food,France,2012
GCF_025194175,SAMN10365336,PRJNA503586,Lentilactobacillus buchneri,CIRM-BIA 2081,grape must,Food,France,2016
GCF_025194225,SAMN10365333,PRJNA503586,Lentilactobacillus buchneri,CIRM-BIA 1514,silage,Food,France,2012
GCF_025194605,SAMN10365309,PRJNA503586,Lactobacillus amylovorus,CIRM-BIA 2078,"hog, small intestinal contents",Gut,USA,1964
GCF_025194645,SAMN10365305,PRJNA503586,Lactobacillus acidophilus,CIRM-BIA 444,rat (gut),Gut,France,1965
GCF_025194685,SAMN10365307,PRJNA503586,Lactobacillus acidophilus,CIRM-BIA 1674,human isolate,Gut,NA,1990
GCF_025194705,SAMN10365303,PRJNA503586,Lactobacillus acidophilus,CIRM-BIA 903,fermented milk,Food,France,2001
GCF_025194745,SAMN10365302,PRJNA503586,Lactobacillus acidophilus,CIRM-BIA 902,fermented milk,Food,France,1996
GCF_025194765,SAMN10365301,PRJNA503586,Lactobacillus acidophilus,CIRM-BIA 441,human isolate,Gut,France,1996
